,1995-1999,ticker,company,1996-2000,ticker,company,1997-2001,ticker,company,1998-2002,ticker,company,1999-2003,ticker,company,2000-2004,ticker,company,2001-2005,ticker,company,2002-2006,ticker,company,2003-2007,ticker,company,2004-2008,ticker,company,2005-2009,ticker,company,2006-2010,ticker,company,2007-2011,ticker,company,2008-2012,ticker,company,2009-2013,ticker,company,2010-2014,ticker,company,2011-2015,ticker,company,2012-2016,ticker,company,2013-2017,ticker,company,2014-2018,ticker,company
439,,,,-61.89%,DVA,DaVita,-58.99%,ILMN,Illumina Inc,-35.01%,DIS,The Walt Disney Company,-56.25%,CNP,CenterPoint Energy,-46.85%,BMY,Bristol-Myers Squibb,-26.45%,DUK,Duke Energy,-7.39%,ICE,Intercontinental Exchange,34.34%,DWDP,DowDuPont,45.59%,CLX,The Clorox Company,-14.61%,WIN,Windstream Holdings Inc,-66.72%,EA,Electronic Arts,32.75%,IR,Ingersoll-Rand PLC,1.10%,URBN,Urban Outfitters,95.45%,GPC,Genuine Parts,96.19%,ESS,"Essex Property Trust, Inc.",132.20%,MMC,Marsh & McLennan,87.42%,DRI,Darden Restaurants,70.60%,ECL,Ecolab,112.32%,SYK,Stryker Corp.
440,,,,-65.08%,RRC,Range Resources Corp.,-59.55%,FLIR,FLIR Systems,-35.20%,A,Agilent Technologies Inc,-56.71%,MCD,McDonald's Corp.,-47.18%,HD,Home Depot,-26.67%,LUV,Southwest Airlines,-7.90%,NTRS,Northern Trust Corp.,33.76%,MSFT,Microsoft Corp.,44.85%,SCG,SCANA Corp,-15.19%,STT,State Street Corp.,-67.26%,VLO,Valero Energy,32.75%,PNR,Pentair Ltd.,0.98%,APTV,Aptiv Plc,94.23%,PRU,Prudential Financial,96.13%,D,Dominion Energy,128.64%,AXP,American Express Co,87.36%,DLTR,Dollar Tree,69.90%,COL,Rockwell Collins,109.57%,ITW,Illinois Tool Works
441,,,,-65.74%,IDXX,IDEXX Laboratories,-60.80%,NEM,Newmont Mining Corporation,-36.49%,RDC,Rowan Companies Plc,-57.58%,WDC,Western Digital,-48.56%,GPS,Gap Inc.,-27.07%,AGN,"Allergan, Inc",-9.34%,ARNC,Arconic Inc,33.49%,TAP,Molson Coors Brewing Company,44.29%,STX,Seagate Technology,-16.19%,GS,Goldman Sachs Group,-68.50%,XL,XL Capital,32.60%,DHR,Danaher Corp.,0.41%,MCO,Moody's Corp,92.98%,CTAS,Cintas Corporation,95.78%,WDC,Western Digital,126.17%,IP,International Paper,86.33%,FHN,First Horizon,68.83%,JBHT,J. B. Hunt Transport Services,106.76%,URI,"United Rentals, Inc."
442,,,,-69.53%,HUM,Humana Inc.,-63.06%,CHK,Chesapeake Energy,-36.97%,TMO,Thermo Fisher Scientific,-57.84%,GPS,Gap Inc.,-50.78%,NTAP,NetApp,-30.26%,GT,Goodyear Tire & Rubber,-9.54%,KR,Kroger Co.,33.34%,SJM,JM Smucker,43.91%,AEE,Ameren Corp,-16.31%,DISCK,Discovery Communications,-68.60%,SUN,Sunoco Inc.,32.58%,AN,AutoNation Inc,0.33%,EQIX,Equinix,91.02%,PDCO,Patterson Companies,95.52%,RCL,Royal Caribbean Cruises Ltd,121.99%,LEG,Leggett & Platt,86.24%,CCL,Carnival Corp.,68.59%,PKI,PerkinElmer,105.59%,AAL,American Airlines Group
443,,,,-70.89%,HOLX,Hologic,-66.67%,EQIX,Equinix,-37.06%,EIX,Edison Int'l,-58.44%,ETFC,E*Trade,-51.58%,ETFC,E*Trade,-30.77%,F,Ford Motor,-9.63%,MDLZ,Mondelez International,33.19%,MYL,Mylan N.V.,41.83%,AAP,Advance Auto Parts,-16.73%,AGN,"Allergan, Inc",-70.12%,AMD,Advanced Micro Devices,31.05%,ENDP,Endo International plc,-3.04%,SYMC,Symantec Corp.,90.77%,SRE,Sempra Energy,94.41%,CSX,CSX Corp.,121.78%,HSIC,Henry Schein,84.65%,MKC,McCormick & Co.,68.52%,LLY,Lilly (Eli) & Co.,103.49%,ANDV,Andeavor
444,,,,-75.69%,PXD,Pioneer Natural Resources,-67.73%,VTR,Ventas Inc,-39.71%,NOV,National Oilwell Varco Inc.,-58.74%,JNPR,Juniper Networks,-52.56%,OI,Owens-Illinois,-31.06%,XLNX,Xilinx Inc,-9.89%,MSFT,Microsoft Corp.,33.18%,JNJ,Johnson & Johnson,41.62%,FIS,Fidelity National Information Services,-17.67%,ETN,Eaton Corporation,-70.30%,FITB,Fifth Third Bancorp,30.35%,WYNN,Wynn Resorts,-3.29%,MAC,Macerich,90.00%,COF,Capital One Financial,94.34%,DPS,Dr Pepper Snapple Group,120.07%,MNK,Mallinckrodt,82.99%,IVZ,Invesco Ltd.,67.45%,GPC,Genuine Parts,102.29%,PYPL,PayPal
445,,,,-77.75%,CHK,Chesapeake Energy,-70.01%,FCX,Freeport-McMoRan Inc.,-41.28%,CPB,Campbell Soup,-59.18%,A,Agilent Technologies Inc,-52.70%,MSFT,Microsoft Corp.,-31.33%,AIG,"American International Group, Inc.",-10.05%,AMAT,Applied Materials Inc,33.08%,ADP,Automatic Data Processing,41.56%,ACN,Accenture plc,-18.17%,AEE,Ameren Corp,-71.22%,TGNA,"Tegna, Inc.",25.53%,DVN,Devon Energy,-3.49%,BDX,Becton Dickinson,87.98%,ES,Eversource Energy,93.81%,CBG,CBRE Group,115.08%,JBHT,J. B. Hunt Transport Services,81.44%,EMN,Eastman Chemical,67.35%,FII,Federated Investors,95.46%,GLW,Corning Inc.
446,,,,-79.80%,VTR,Ventas Inc,-72.32%,JCP,J.C. Penney,-41.32%,TSN,Tyson Foods,-60.00%,BMY,Bristol-Myers Squibb,-52.78%,ORCL,Oracle Corp.,-32.00%,NDAQ,"Nasdaq, Inc.",-10.63%,LUV,Southwest Airlines,31.65%,SYY,Sysco Corp.,41.35%,RRD,R.R. Donnelley,-18.26%,MMC,Marsh & McLennan,-72.70%,GGP,General Growth Properties Inc.,25.37%,DVA,DaVita,-3.65%,COF,Capital One Financial,85.08%,TGT,Target Corp.,93.72%,EXPE,Expedia Inc.,105.24%,WEC,Wec Energy Group Inc,80.46%,CBS,CBS Corp.,65.50%,PLD,Prologis,nan%,APOL,Apollo Group Inc.
447,,,,-89.05%,KMX,Carmax Inc,-75.00%,OI,Owens-Illinois,-41.41%,AN,AutoNation Inc,-60.37%,CDNS,Cadence Design Systems,-52.97%,SCHW,Charles Schwab Corporation,-32.14%,CI,CIGNA Corp.,-11.59%,ORCL,Oracle Corp.,31.65%,AVP,Avon Products,40.91%,JNJ,Johnson & Johnson,-18.60%,ALGN,Align Technology,-75.09%,PHM,Pulte Homes Inc.,25.27%,CB,Chubb Corp,-3.81%,PNC,PNC Financial Services,84.55%,PLD,Prologis,93.70%,MAC,Macerich,104.33%,ESS,"Essex Property Trust, Inc.",79.77%,O,Realty Income Corporation,65.20%,HAL,Halliburton Co.,244.39%,SWKS,Skyworks Solutions
448,,,,,,,-76.64%,GRA,W.R. Grace,-43.18%,HUM,Humana Inc.,-61.47%,MU,Micron Technology,-53.26%,DXC,DXC Technology,-33.06%,LLY,Lilly (Eli) & Co.,-12.12%,CTAS,Cintas Corporation,31.45%,MHK,Mohawk Industries,39.77%,GIS,General Mills,-18.96%,VAR,Varian Medical Systems,-75.30%,MGM,MGM Resorts International,24.70%,FIS,Fidelity National Information Services,-4.26%,LLY,Lilly (Eli) & Co.,81.40%,LNT,Alliant Energy Corp,91.91%,HCA,HCA Holdings,95.16%,EMN,Eastman Chemical,77.34%,PRU,Prudential Financial,65.01%,TGNA,"Tegna, Inc.",226.42%,FB,"Facebook, Inc."
449,,,,,,,-77.06%,RHT,Red Hat Inc.,-45.26%,CCE,Coca-Cola Enterprises,-62.63%,S,Sprint Nextel Corp.,-54.76%,CSCO,Cisco Systems,-33.31%,BK,The Bank of New York Mellon Corp.,-12.35%,AIG,"American International Group, Inc.",31.33%,MAT,Mattel Inc.,37.91%,PNC,PNC Financial Services,-21.64%,BBT,BB&T Corporation,-77.92%,LEN,Lennar Corp.,24.34%,PKI,PerkinElmer,-4.32%,APD,Air Products & Chemicals Inc,81.21%,DRI,Darden Restaurants,89.17%,WEC,Wec Energy Group Inc,92.42%,JNJ,Johnson & Johnson,77.22%,WAT,Waters Corporation,64.58%,DNB,Dun & Bradstreet,207.35%,GPN,Global Payments Inc
450,,,,,,,-78.54%,HOLX,Hologic,-45.34%,JCP,J.C. Penney,-62.72%,ANDV,Andeavor,-56.51%,CCK,Crown Holdings,-34.03%,AKAM,Akamai Technologies Inc,-13.24%,BK,The Bank of New York Mellon Corp.,30.40%,GPS,Gap Inc.,36.31%,MKC,McCormick & Co.,-21.67%,WAT,Waters Corporation,-79.29%,SLM,SLM Corporation,24.00%,EQR,Equity Residential,-4.49%,HAL,Halliburton Co.,77.85%,TRV,The Travelers Companies Inc.,89.05%,ES,Eversource Energy,87.76%,CLX,The Clorox Company,76.29%,JNJ,Johnson & Johnson,63.99%,MRK,Merck & Co.,192.25%,ADBE,Adobe Systems Inc
451,,,,,,,-78.69%,AN,AutoNation Inc,-45.50%,AMT,American Tower Corp A,-62.95%,AKS,AK Steel Holding Corp.,-58.43%,AAPL,Apple Inc.,-34.28%,KR,Kroger Co.,-13.99%,DUK,Duke Energy,30.21%,IBM,International Business Machines,35.71%,DRI,Darden Restaurants,-22.37%,TIF,Tiffany & Co.,-79.84%,ODP,Office Depot Inc.,23.05%,MMM,3M Company,-4.71%,TWX,Time Warner Inc.,76.67%,CVS,CVS Health,88.43%,NEE,NextEra Energy,83.98%,CSX,CSX Corp.,76.09%,COL,Rockwell Collins,62.90%,CRM,Salesforce.com,191.91%,IDXX,IDEXX Laboratories
452,,,,,,,-80.83%,XRX,Xerox Corp.,-47.52%,UNM,Unum Group,-63.02%,IPG,Interpublic Group,-60.38%,CA,"CA, Inc.",-35.06%,CCI,Crown Castle International Corp.,-14.65%,PWR,Quanta Services Inc.,30.05%,INTU,Intuit,34.29%,TGT,Target Corp.,-22.50%,PGR,Progressive Corp.,-80.81%,KEY,KeyCorp,22.56%,TMO,Thermo Fisher Scientific,-4.93%,A,Agilent Technologies Inc,76.16%,DUK,Duke Energy,86.36%,STI,SunTrust Banks,83.82%,MRK,Merck & Co.,75.28%,SJM,JM Smucker,62.45%,SJM,JM Smucker,179.46%,MNST,Monster Beverage
453,,,,,,,-81.18%,IT,Gartner Inc,-51.03%,MAT,Mattel Inc.,-64.68%,MCK,McKesson Corp.,-61.24%,PWR,Quanta Services Inc.,-35.42%,NTAP,NetApp,-15.89%,WMT,Wal-Mart Stores,29.79%,UAL,United Continental Holdings,33.91%,FDX,FedEx Corporation,-22.88%,MSFT,Microsoft Corp.,-81.35%,RF,Regions Financial Corp.,20.79%,A,Agilent Technologies Inc,-4.93%,MAR,Marriott Int'l.,75.69%,MPC,Marathon Petroleum,85.62%,FLR,Fluor Corp.,77.43%,GOOG,Alphabet Inc Class C,73.93%,COF,Capital One Financial,62.12%,A,Agilent Technologies Inc,139.35%,LMT,Lockheed Martin Corp.
454,,,,,,,-81.36%,KMX,Carmax Inc,-53.08%,CLF,Cliffs Natural Resources,-64.72%,AMZN,Amazon.com Inc,-61.44%,TER,Teradyne,-35.54%,NTRS,Northern Trust Corp.,-16.97%,CA,"CA, Inc.",29.55%,CMG,Chipotle Mexican Grill,33.84%,LRCX,Lam Research,-22.93%,FCX,Freeport-McMoRan Inc.,-81.70%,ZION,Zions Bancorp,20.32%,AJG,Arthur J. Gallagher & Co.,-6.35%,WAT,Waters Corporation,72.92%,D,Dominion Energy,85.04%,SJM,JM Smucker,77.00%,HRS,Harris Corporation,72.39%,LNT,Alliant Energy Corp,62.00%,ES,Eversource Energy,131.78%,AAPL,Apple Inc.
455,,,,,,,-84.11%,CCK,Crown Holdings,-55.09%,HOLX,Hologic,-66.22%,TWX,Time Warner Inc.,-61.87%,WMB,Williams Cos.,-36.14%,MMC,Marsh & McLennan,-17.09%,ABT,Abbott Laboratories,28.07%,INCY,Incyte,33.54%,LSI,LSI Corporation,-23.14%,CMCSA,Comcast Corp.,-81.84%,HBAN,Huntington Bancshares,19.69%,SCG,SCANA Corp,-6.92%,BCR,Bard (C.R.) Inc.,71.96%,MOS,The Mosaic Company,84.53%,EMR,Emerson Electric Company,76.06%,WMT,Wal-Mart Stores,72.28%,MTB,M&T Bank Corp.,61.96%,COF,Capital One Financial,121.70%,SWK,Stanley Black & Decker
456,,,,,,,-85.49%,AKAM,Akamai Technologies Inc,-56.56%,KSU,Kansas City Southern,-66.52%,F,Ford Motor,-62.18%,A,Agilent Technologies Inc,-36.30%,ALGN,Align Technology,-17.14%,ALXN,Alexion Pharmaceuticals,28.03%,UNM,Unum Group,32.96%,MSI,Motorola Solutions Inc.,-24.17%,PVH,PVH Corp.,-82.39%,S,Sprint Nextel Corp.,19.30%,ECL,Ecolab,-7.66%,TAP,Molson Coors Brewing Company,71.92%,SNPS,Synopsys Inc.,84.37%,NLSN,Nielsen Holdings,75.03%,BSX,Boston Scientific,70.58%,STT,State Street Corp.,61.92%,MSI,Motorola Solutions Inc.,117.43%,MO,Altria Group Inc
457,,,,,,,-91.43%,WDC,Western Digital,-56.92%,GT,Goodyear Tire & Rubber,-67.18%,UNM,Unum Group,-64.60%,AMT,American Tower Corp A,-37.84%,PFE,Pfizer Inc.,-17.55%,XEL,Xcel Energy Inc,27.23%,AIG,"American International Group, Inc.",31.64%,EXPE,Expedia Inc.,-25.18%,KIM,Kimco Realty,-87.08%,AAL,American Airlines Group,16.81%,DO,Diamond Offshore Drilling,-8.28%,BEN,Franklin Resources,71.56%,XEL,Xcel Energy Inc,83.88%,ALB,Albemarle Corp,69.82%,O,Realty Income Corporation,70.32%,WEC,Wec Energy Group Inc,61.68%,BHGE,"Baker Hughes, a GE Company",111.15%,ADSK,Autodesk Inc
458,,,,,,,-98.42%,PCLN,Priceline.com Inc,-57.91%,MOS,The Mosaic Company,-67.52%,URI,"United Rentals, Inc.",-65.52%,MU,Micron Technology,-37.84%,ILMN,Illumina Inc,-17.56%,CNP,CenterPoint Energy,27.05%,UPS,United Parcel Service,27.95%,USB,U.S. Bancorp,-26.38%,KSS,Kohl's,-92.26%,C,Citigroup Inc.,16.67%,CVS,CVS Health,-8.37%,T,AT&T Inc,69.78%,LRCX,Lam Research,83.73%,DE,Deere & Co.,67.79%,PDCO,Patterson Companies,70.19%,MAA,Mid-America Apartments,59.16%,SYF,Synchrony Financial,108.60%,NDAQ,"Nasdaq, Inc."
459,,,,,,,,,,-60.75%,DNR,Denbury Resources,-67.96%,CA,"CA, Inc.",-65.59%,CTXS,Citrix Systems,-39.83%,T,AT&T Inc,-17.90%,ADI,"Analog Devices, Inc.",26.89%,CAG,Conagra Brands,27.67%,AXP,American Express Co,-26.39%,LRCX,Lam Research,-97.76%,AIG,"American International Group, Inc.",15.88%,LNT,Alliant Energy Corp,-8.56%,HOG,Harley-Davidson,64.62%,PGR,Progressive Corp.,83.44%,SRE,Sempra Energy,67.24%,CBG,CBRE Group,69.81%,LM,Legg Mason,59.05%,MKC,McCormick & Co.,101.91%,MCD,McDonald's Corp.
460,,,,,,,,,,-60.81%,WDC,Western Digital,-71.30%,CCK,Crown Holdings,-65.67%,CCI,Crown Castle International Corp.,-39.95%,TWX,Time Warner Inc.,-17.90%,ADP,Automatic Data Processing,26.84%,DTE,DTE Energy,24.34%,SJM,JM Smucker,-26.43%,BBY,Best Buy Co. Inc.,nan%,BHF,Brighthouse Financial Inc,15.38%,INTC,Intel Corp.,-9.34%,DNB,Dun & Bradstreet,64.07%,CCL,Carnival Corp.,82.36%,LEG,Leggett & Platt,65.18%,BBT,BB&T Corporation,68.99%,SNPS,Synopsys Inc.,58.77%,SRE,Sempra Energy,99.44%,ALK,Alaska Air Group Inc
461,,,,,,,,,,-66.70%,IT,Gartner Inc,-71.71%,ATI,Allegheny Technologies,-66.77%,CMS,CMS Energy,-40.68%,WAT,Waters Corporation,-17.96%,HD,Home Depot,26.54%,OI,Owens-Illinois,23.14%,WU,Western Union Co,-27.06%,WU,Western Union Co,183.76%,ALGN,Align Technology,15.16%,DUK,Duke Energy,-9.55%,MPC,Marathon Petroleum,63.59%,EMR,Emerson Electric Company,82.09%,SNPS,Synopsys Inc.,63.40%,SAIC,SAIC,68.61%,JBHT,J. B. Hunt Transport Services,58.55%,HP,Helmerich & Payne,97.41%,VLO,Valero Energy
462,,,,,,,,,,-69.53%,XRX,Xerox Corp.,-75.22%,CMS,CMS Energy,-67.04%,JNPR,Juniper Networks,-42.00%,CSCO,Cisco Systems,-18.15%,WIN,Windstream Holdings Inc,25.49%,UHS,"Universal Health Services, Inc.",22.62%,WM,Waste Management Inc.,-28.39%,EL,Estee Lauder Cos.,132.12%,WDC,Western Digital,14.17%,BCR,Bard (C.R.) Inc.,-9.74%,DE,Deere & Co.,62.08%,CLF,Cliffs Natural Resources,80.77%,GOOG,Alphabet Inc Class C,61.54%,SNPS,Synopsys Inc.,67.57%,PLD,Prologis,58.25%,ADS,Alliance Data Systems,97.02%,DGX,Quest Diagnostics
463,,,,,,,,,,-69.98%,ILMN,Illumina Inc,-75.60%,INCY,Incyte,-68.02%,GT,Goodyear Tire & Rubber,-44.48%,CDNS,Cadence Design Systems,-18.45%,XL,XL Capital,24.27%,HRB,Block H&R,22.50%,EA,Electronic Arts,-28.49%,BIIB,Biogen Inc.,106.81%,LKQ,LKQ Corporation,13.55%,FISV,Fiserv Inc,-10.14%,MRO,Marathon Oil Corp.,61.91%,MMC,Marsh & McLennan,78.46%,DRI,Darden Restaurants,60.75%,PG,Procter & Gamble,67.11%,AN,AutoNation Inc,58.25%,BMS,Bemis Company,95.13%,LLL,L-3 Communications Holdings
464,,,,,,,,,,-70.78%,RRC,Range Resources Corp.,-76.20%,PWR,Quanta Services Inc.,-69.18%,QCOM,QUALCOMM Inc.,-45.64%,VRSN,Verisign Inc.,-18.48%,INTC,Intel Corp.,23.32%,AVY,Avery Dennison Corp,21.93%,IBM,International Business Machines,-29.48%,UPS,United Parcel Service,90.65%,OKE,ONEOK,13.49%,DTE,DTE Energy,-10.77%,FOX,Twenty-First Century Fox Class B,61.85%,AJG,Arthur J. Gallagher & Co.,78.43%,STT,State Street Corp.,57.13%,FLS,Flowserve Corporation,66.21%,NLSN,Nielsen Holdings,58.24%,CBG,CBRE Group,94.48%,PNW,Pinnacle West Capital
465,,,,,,,,,,-73.30%,HAL,Halliburton Co.,-76.28%,KSU,Kansas City Southern,-69.64%,SWKS,Skyworks Solutions,-46.08%,TXN,Texas Instruments,-21.15%,LLY,Lilly (Eli) & Co.,22.51%,DLTR,Dollar Tree,21.29%,CCL,Carnival Corp.,-30.48%,CNC,Centene Corporation,84.88%,HPQ,HP Inc.,13.19%,K,Kellogg Co.,-10.95%,EIX,Edison Int'l,61.62%,MRK,Merck & Co.,78.05%,BEN,Franklin Resources,56.13%,SYY,Sysco Corp.,66.05%,ZION,Zions Bancorp,58.19%,CCL,Carnival Corp.,94.21%,MU,Micron Technology
466,,,,,,,,,,-73.33%,ALGN,Align Technology,-77.49%,GLW,Corning Inc.,-70.22%,MSI,Motorola Solutions Inc.,-47.98%,ORCL,Oracle Corp.,-22.55%,DLTR,Dollar Tree,22.31%,KSS,Kohl's,21.27%,BMS,Bemis Company,-30.96%,TGT,Target Corp.,74.76%,ADS,Alliance Data Systems,12.52%,IVZ,Invesco Ltd.,-14.37%,LRCX,Lam Research,60.97%,BMS,Bemis Company,77.55%,WLTW,Willis Towers Watson,55.75%,COL,Rockwell Collins,65.84%,MNK,Mallinckrodt,56.66%,HSY,The Hershey Company,94.10%,BAC,Bank of America Corp
467,,,,,,,,,,-73.67%,OI,Owens-Illinois,-78.31%,RHT,Red Hat Inc.,-71.29%,AKS,AK Steel Holding Corp.,-49.24%,AMT,American Tower Corp A,-22.81%,CDNS,Cadence Design Systems,21.16%,KO,Coca-Cola Company,20.22%,TSN,Tyson Foods,-31.42%,HSY,The Hershey Company,70.20%,DO,Diamond Offshore Drilling,11.36%,RCL,Royal Caribbean Cruises Ltd,-15.06%,QEP,QEP Resources,60.79%,COL,Rockwell Collins,77.35%,PGR,Progressive Corp.,55.58%,BMS,Bemis Company,64.61%,BMS,Bemis Company,56.34%,WYN,Wyndham Worldwide,93.28%,RMD,ResMed
468,,,,,,,,,,-73.94%,RHT,Red Hat Inc.,-83.64%,ALGN,Align Technology,-71.91%,IPG,Interpublic Group,-49.44%,WMB,Williams Cos.,-24.18%,T,AT&T Inc,20.61%,FSLR,First Solar,20.13%,MCO,Moody's Corp,-31.69%,GRMN,Garmin Ltd.,65.84%,SJM,JM Smucker,10.88%,ADS,Alliance Data Systems,-17.87%,GD,General Dynamics,60.65%,INTC,Intel Corp.,76.45%,HST,Host Hotels & Resorts,54.82%,PLD,Prologis,64.44%,ES,Eversource Energy,56.20%,NUE,Nucor Corp.,92.21%,HOLX,Hologic
469,,,,,,,,,,-76.33%,BIG,Big Lots Inc.,-84.04%,CCI,Crown Castle International Corp.,-72.82%,S,Sprint Nextel Corp.,-49.82%,PKI,PerkinElmer,-24.33%,GT,Goodyear Tire & Rubber,20.43%,MDT,Medtronic plc,19.60%,INTU,Intuit,-32.11%,INTC,Intel Corp.,65.75%,DISCK,Discovery Communications,10.68%,UAA,Under Armour,-17.91%,PWR,Quanta Services Inc.,60.04%,NEE,NextEra Energy,76.11%,O,Realty Income Corporation,47.66%,DRI,Darden Restaurants,64.18%,EL,Estee Lauder Cos.,55.37%,T,AT&T Inc,89.55%,INCY,Incyte
470,,,,,,,,,,-77.90%,EQIX,Equinix,-84.20%,GT,Goodyear Tire & Rubber,-74.74%,AES,AES Corp,-52.63%,A,Agilent Technologies Inc,-24.57%,BAX,Baxter International Inc.,19.97%,CBS,CBS Corp.,17.63%,XRX,Xerox Corp.,-32.52%,URBN,Urban Outfitters,62.62%,WAT,Waters Corporation,8.75%,UPS,United Parcel Service,-18.33%,CBOE,CBOE Holdings,58.86%,GS,Goldman Sachs Group,76.06%,HAL,Halliburton Co.,42.52%,PWR,Quanta Services Inc.,63.61%,BBT,BB&T Corporation,54.41%,IP,International Paper,88.88%,PEG,Public Serv. Enterprise Inc.
471,,,,,,,,,,-92.74%,GRA,W.R. Grace,-85.48%,XRX,Xerox Corp.,-75.52%,GLW,Corning Inc.,-53.23%,SCHW,Charles Schwab Corporation,-25.12%,VZ,Verizon Communications,18.88%,XLNX,Xilinx Inc,16.24%,EL,Estee Lauder Cos.,-33.27%,PLD,Prologis,61.06%,PX,Praxair Inc.,7.70%,NEE,NextEra Energy,-18.91%,PKI,PerkinElmer,58.44%,SYY,Sysco Corp.,75.91%,PX,Praxair Inc.,39.42%,TGT,Target Corp.,63.46%,EQR,Equity Residential,54.26%,WAT,Waters Corporation,86.67%,BAX,Baxter International Inc.
472,,,,,,,,,,-92.98%,PCLN,Priceline.com Inc,-87.25%,AES,AES Corp,-76.29%,TWX,Time Warner Inc.,-54.42%,CNP,CenterPoint Energy,-26.86%,PKI,PerkinElmer,18.84%,VZ,Verizon Communications,15.51%,WLTW,Willis Towers Watson,-33.51%,SYY,Sysco Corp.,49.87%,ACN,Accenture plc,4.46%,BEN,Franklin Resources,-19.56%,MHK,Mohawk Industries,56.46%,SCG,SCANA Corp,74.50%,CAT,Caterpillar Inc.,24.87%,VAR,Varian Medical Systems,63.05%,Q,Qwest Communications,53.22%,STX,Seagate Technology,84.55%,SBAC,SBA Communications
473,,,,,,,,,,-94.23%,CCK,Crown Holdings,-87.51%,GRA,W.R. Grace,-77.20%,INCY,Incyte,-54.48%,TER,Teradyne,-28.00%,CMCSA,Comcast Corp.,17.80%,LEG,Leggett & Platt,12.53%,BIG,Big Lots Inc.,-35.60%,JNPR,Juniper Networks,44.24%,TAP,Molson Coors Brewing Company,4.23%,GD,General Dynamics,-19.65%,CCL,Carnival Corp.,53.72%,AMGN,Amgen Inc,74.24%,CCK,Crown Holdings,21.68%,GS,Goldman Sachs Group,62.15%,GIS,General Mills,51.23%,NFX,Newfield Exploration Co,83.14%,HON,Honeywell Int'l Inc.
474,,,,,,,,,,-95.91%,AKAM,Akamai Technologies Inc,-88.06%,AMT,American Tower Corp A,-77.98%,FFIV,F5 Networks,-55.72%,INCY,Incyte,-29.84%,IBM,International Business Machines,15.84%,SNPS,Synopsys Inc.,11.85%,DXC,DXC Technology,-36.14%,MAR,Marriott Int'l.,42.50%,NEE,NextEra Energy,4.23%,HPQ,HP Inc.,-21.36%,CI,CIGNA Corp.,51.67%,MUR,Murphy Oil,74.05%,EQR,Equity Residential,20.99%,EMR,Emerson Electric Company,61.82%,K,Kellogg Co.,51.22%,CCE,Coca-Cola Enterprises,80.34%,ADP,Automatic Data Processing
475,,,,,,,,,,,,,-88.64%,LVLT,Level 3 Communications,-79.95%,SBAC,SBA Communications,-56.47%,BMY,Bristol-Myers Squibb,-30.14%,AKS,AK Steel Holding Corp.,15.65%,AJG,Arthur J. Gallagher & Co.,10.55%,HSY,The Hershey Company,-36.27%,DPS,Dr Pepper Snapple Group,39.57%,HES,Hess Corporation,3.97%,PWR,Quanta Services Inc.,-22.04%,TMO,Thermo Fisher Scientific,51.53%,MSFT,Microsoft Corp.,73.59%,CLX,The Clorox Company,20.36%,FHN,First Horizon,61.57%,PDCO,Patterson Companies,51.16%,EQR,Equity Residential,75.51%,HRL,Hormel Foods Corp.
476,,,,,,,,,,,,,-89.63%,WMB,Williams Cos.,-81.40%,KSU,Kansas City Southern,-59.07%,ALXN,Alexion Pharmaceuticals,-31.01%,KSS,Kohl's,14.99%,TER,Teradyne,10.53%,WIN,Windstream Holdings Inc,-37.02%,WLTW,Willis Towers Watson,37.77%,SCHW,Charles Schwab Corporation,3.41%,NE,Noble Corp,-22.41%,AEE,Ameren Corp,51.40%,UPS,United Parcel Service,73.40%,VRTX,Vertex Pharmaceuticals Inc,16.88%,DE,Deere & Co.,60.58%,SCG,SCANA Corp,50.00%,NLSN,Nielsen Holdings,75.32%,ROK,Rockwell Automation Inc.
477,,,,,,,,,,,,,-91.40%,ILMN,Illumina Inc,-81.81%,GRA,W.R. Grace,-59.15%,MRK,Merck & Co.,-32.08%,SNPS,Synopsys Inc.,14.29%,LVLT,Level 3 Communications,8.21%,CBS,CBS Corp.,-37.52%,EMN,Eastman Chemical,35.10%,K,Kellogg Co.,2.88%,CNC,Centene Corporation,-22.47%,FCX,Freeport-McMoRan Inc.,50.98%,DO,Diamond Offshore Drilling,70.84%,IVZ,Invesco Ltd.,14.21%,ALB,Albemarle Corp,60.53%,INTC,Intel Corp.,49.57%,JNPR,Juniper Networks,74.43%,IRM,Iron Mountain Incorporated
478,,,,,,,,,,,,,-95.38%,SBAC,SBA Communications,-82.00%,ILMN,Illumina Inc,-60.73%,CMS,CMS Energy,-32.13%,FITB,Fifth Third Bancorp,13.51%,WU,Western Union Co,7.99%,AOS,A.O. Smith,-37.66%,DXC,DXC Technology,34.28%,DHR,Danaher Corp.,0.37%,AEP,American Electric Power,-22.78%,ARE,Alexandria Real Estate Equities Inc,50.86%,CLX,The Clorox Company,67.48%,JEC,Jacobs Engineering Group,-0.70%,NWSA,News Corp. Class A,60.37%,HSY,The Hershey Company,49.20%,PPG,PPG Industries,74.31%,RJF,Raymond James Financial Inc.
