,1995-2001,ticker,company,1996-2002,ticker,company,1997-2003,ticker,company,1998-2004,ticker,company,1999-2005,ticker,company,2000-2006,ticker,company,2001-2007,ticker,company,2002-2008,ticker,company,2003-2009,ticker,company,2004-2010,ticker,company,2005-2011,ticker,company,2006-2012,ticker,company,2007-2013,ticker,company,2008-2014,ticker,company,2009-2015,ticker,company,2010-2016,ticker,company,2011-2017,ticker,company,2012-2018,ticker,company
312,91.65%,NBL,Noble Energy Inc,59.26%,MON,Monsanto Co.,24.76%,K,Kellogg Co.,34.03%,TMK,Torchmark Corp.,44.99%,SVU,Supervalu Inc.,59.26%,LNC,Lincoln National,70.73%,HSY,The Hershey Company,21.09%,PBI,Pitney Bowes Inc,-65.96%,DFS,Discover Financial Services,-37.49%,LLY,Lilly (Eli) & Co.,-4.63%,STX,Seagate Technology,18.61%,SIG,Signet Jewelers,23.11%,BRK.B,Berkshire Hathaway,6.07%,ZTS,Zoetis,144.44%,EQT,EQT Corporation,0.10%,HLT,Hilton Worldwide,-47.60%,FTR,Frontier Communications,68.85%,FRT,Federal Realty Investment Trust
313,91.07%,HBAN,Huntington Bancshares,59.12%,FAST,Fastenal Co,24.70%,WY,Weyerhaeuser Corp.,33.98%,PPG,PPG Industries,44.50%,WHR,Whirlpool Corp.,58.31%,GME,GameStop,70.61%,ITW,Illinois Tool Works,19.38%,BAX,Baxter International Inc.,-66.56%,AMD,Advanced Micro Devices,-37.81%,GNW,Genworth Financial,-4.75%,STZ,Constellation Brands,18.35%,DGX,Quest Diagnostics,22.92%,AMG,Affiliated Managers Group Inc,5.87%,WPX,"WPX Energy, Inc.",144.34%,CNP,CenterPoint Energy,-0.15%,FTR,Frontier Communications,-47.74%,SVU,Supervalu Inc.,68.72%,EMR,Emerson Electric Company
314,90.20%,MUR,Murphy Oil,58.90%,AOS,A.O. Smith,24.69%,ESV,Ensco plc,33.45%,EMR,Emerson Electric Company,44.08%,LMT,Lockheed Martin Corp.,58.11%,VRTX,Vertex Pharmaceuticals Inc,70.04%,PPG,PPG Industries,19.34%,CNP,CenterPoint Energy,-67.56%,TER,Teradyne,-38.12%,MAS,Masco Corp.,-6.00%,VMC,Vulcan Materials,17.78%,GPS,Gap Inc.,22.82%,LOW,Lowe's Cos.,5.82%,ADM,Archer-Daniels-Midland Co,143.70%,MDLZ,Mondelez International,-1.09%,S,Sprint Nextel Corp.,-63.31%,FOSL,Fossil Group,68.23%,GIS,General Mills
315,90.04%,ITT,ITT Corp.,58.14%,GWW,Grainger (W.W.) Inc.,24.48%,DOV,Dover Corp.,32.95%,FTR,Frontier Communications,43.06%,AN,AutoNation Inc,57.11%,TRV,The Travelers Companies Inc.,69.40%,DTE,DTE Energy,17.07%,WBA,Walgreens Boots Alliance,-68.96%,CDNS,Cadence Design Systems,-39.10%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,-6.24%,VIAB,Viacom Inc.,17.61%,JEC,Jacobs Engineering Group,22.63%,CI,CIGNA Corp.,3.49%,HLT,Hilton Worldwide,141.44%,COL,Rockwell Collins,-1.32%,NBL,Noble Energy Inc,-69.34%,CHK,Chesapeake Energy,67.37%,AVB,"AvalonBay Communities, Inc."
316,89.02%,S,Sprint Nextel Corp.,58.05%,SNPS,Synopsys Inc.,23.86%,ODP,Office Depot Inc.,31.39%,BMS,Bemis Company,42.80%,BDX,Becton Dickinson,56.99%,NI,NiSource Inc.,68.37%,WY,Weyerhaeuser Corp.,17.04%,ARNC,Arconic Inc,-71.75%,F,Ford Motor,-39.64%,GE,General Electric,-6.70%,LOW,Lowe's Cos.,17.10%,SYK,Stryker Corp.,22.20%,WY,Weyerhaeuser Corp.,3.35%,BSX,Boston Scientific,141.41%,AEP,American Electric Power,-1.39%,PYPL,PayPal,-71.00%,GNW,Genworth Financial,67.24%,TIF,Tiffany & Co.
317,86.91%,SIG,Signet Jewelers,57.94%,XEL,Xcel Energy Inc,23.23%,VFC,V.F. Corp.,31.23%,NBR,Nabors Industries,41.38%,HIG,Hartford Financial Svc.Gp.,55.85%,TGT,Target Corp.,68.37%,EXR,Extra Space Storage,16.70%,DWDP,DowDuPont,-71.88%,IPG,Interpublic Group,-40.19%,GHC,Graham Holdings,-7.05%,BBY,Best Buy Co. Inc.,16.89%,NLSN,Nielsen Holdings,21.73%,PCAR,PACCAR Inc.,3.03%,IRM,Iron Mountain Incorporated,141.18%,PM,Philip Morris International,-5.85%,NSM,National Semiconductor Corp.,-73.33%,RIG,Transocean,65.22%,SYF,Synchrony Financial
318,86.07%,XEL,Xcel Energy Inc,57.33%,DVN,Devon Energy,23.02%,CVX,Chevron Corp.,30.62%,CLF,Cliffs Natural Resources,41.24%,VMC,Vulcan Materials,55.58%,WBA,Walgreens Boots Alliance,68.36%,LNT,Alliant Energy Corp,16.29%,SEE,Sealed Air,-72.23%,ULTA,Ulta Salon Cosmetics & Fragrance Inc,-41.64%,DRE,Duke Realty Corp,-8.52%,NBR,Nabors Industries,16.46%,FOX,Twenty-First Century Fox Class B,21.36%,HCA,HCA Holdings,1.13%,ADSK,Autodesk Inc,140.69%,MAT,Mattel Inc.,-6.76%,FE,FirstEnergy Corp,-73.33%,JCP,J.C. Penney,64.70%,PG,Procter & Gamble
319,85.43%,M,Macy's Inc.,57.04%,WHR,Whirlpool Corp.,21.52%,T,AT&T Inc,30.40%,COL,Rockwell Collins,41.02%,PPG,PPG Industries,54.39%,PAYX,Paychex Inc.,68.33%,INTU,Intuit,15.31%,PAYX,Paychex Inc.,-72.27%,SLM,SLM Corporation,-41.95%,IGT,International Game Technology,-8.57%,KLAC,KLA-Tencor Corp.,16.40%,AMG,Affiliated Managers Group Inc,21.36%,KMI,Kinder Morgan,-0.47%,FLIR,FLIR Systems,140.55%,CAT,Caterpillar Inc.,-7.01%,NOV,National Oilwell Varco Inc.,-75.34%,FSLR,First Solar,64.62%,CAH,Cardinal Health
320,84.59%,CPB,Campbell Soup,56.84%,NI,NiSource Inc.,21.31%,CAG,Conagra Brands,29.80%,NBL,Noble Energy Inc,40.19%,AOS,A.O. Smith,53.95%,LUV,Southwest Airlines,65.60%,AEE,Ameren Corp,14.13%,NTAP,NetApp,-72.90%,MU,Micron Technology,-43.42%,FL,Foot Locker Inc,-8.59%,RCL,Royal Caribbean Cruises Ltd,15.93%,FE,FirstEnergy Corp,21.27%,LMT,Lockheed Martin Corp.,-0.70%,MET,MetLife Inc.,139.69%,MRK,Merck & Co.,-7.82%,HPE,Hewlett Packard Enterprise,-75.86%,ANF,Abercrombie & Fitch,62.24%,EQR,Equity Residential
321,84.44%,UNP,Union Pacific,55.72%,T,AT&T Inc,20.87%,EMR,Emerson Electric Company,29.41%,SCHW,Charles Schwab Corporation,39.49%,KMB,Kimberly-Clark,52.92%,EMR,Emerson Electric Company,62.62%,D,Dominion Energy,13.90%,NWL,Newell Brands,-75.81%,C,Citigroup Inc.,-44.41%,CTAS,Cintas Corporation,-8.72%,CCL,Carnival Corp.,14.93%,IRM,Iron Mountain Incorporated,21.21%,INTC,Intel Corp.,-2.40%,TGNA,"Tegna, Inc.",137.92%,CINF,Cincinnati Financial,-8.85%,FLIR,FLIR Systems,-77.88%,ESV,Ensco plc,61.49%,HCN,Welltower Inc.
322,77.22%,SHW,Sherwin-Williams,55.37%,NEE,NextEra Energy,18.59%,ACN,Accenture plc,28.54%,BK,The Bank of New York Mellon Corp.,39.11%,PEP,PepsiCo Inc.,51.61%,XL,XL Capital,62.23%,STI,SunTrust Banks,13.83%,WM,Waste Management Inc.,-79.40%,WYN,Wyndham Worldwide,-45.08%,DAL,Delta Air Lines,-9.12%,NWL,Newell Brands,14.39%,ADI,"Analog Devices, Inc.",21.17%,DNR,Denbury Resources,-2.57%,STT,State Street Corp.,135.30%,VRSK,Verisk Analytics,-9.42%,NWS,News Corp. Class B,-79.72%,DNR,Denbury Resources,61.13%,JEC,Jacobs Engineering Group
323,76.07%,CMS,CMS Energy,55.05%,UDR,UDR Inc,17.44%,AAP,Advance Auto Parts,26.82%,DE,Deere & Co.,38.83%,GNW,Genworth Financial,51.42%,UAA,Under Armour,60.96%,HP,Helmerich & Payne,13.58%,OMC,Omnicom Group,-79.81%,ODP,Office Depot Inc.,-47.07%,DFS,Discover Financial Services,-9.37%,SPGI,"S&P Global, Inc.",14.32%,OMC,Omnicom Group,20.59%,TXN,Texas Instruments,-3.67%,REG,Regency Centers Corporation,134.72%,SNPS,Synopsys Inc.,-12.19%,ANF,Abercrombie & Fitch,-79.76%,AVP,Avon Products,60.30%,CF,CF Industries Holdings Inc
324,73.80%,BWA,BorgWarner,53.94%,LRCX,Lam Research,16.41%,JWN,Nordstrom,26.30%,NUE,Nucor Corp.,38.46%,KEY,KeyCorp,51.02%,CMA,Comerica Inc.,60.47%,DGX,Quest Diagnostics,11.25%,MDLZ,Mondelez International,-81.04%,NYT,The New York Times Co.,-48.06%,SVU,Supervalu Inc.,-9.75%,WY,Weyerhaeuser Corp.,14.28%,UPS,United Parcel Service,20.55%,A,Agilent Technologies Inc,-4.21%,GHC,Graham Holdings,134.51%,URBN,Urban Outfitters,-12.56%,ODP,Office Depot Inc.,-85.62%,LIFE,Life Technologies,60.10%,WLTW,Willis Towers Watson
325,73.79%,LNT,Alliant Energy Corp,53.74%,L,Loews Corp.,15.20%,LRCX,Lam Research,24.82%,BEN,Franklin Resources,38.31%,WEC,Wec Energy Group Inc,50.40%,CI,CIGNA Corp.,60.40%,EMN,Eastman Chemical,9.71%,XEL,Xcel Energy Inc,-82.46%,FITB,Fifth Third Bancorp,-48.45%,GGP,General Growth Properties Inc.,-10.32%,FOX,Twenty-First Century Fox Class B,14.18%,CNX,Consol Energy,20.43%,NLSN,Nielsen Holdings,-4.30%,NYT,The New York Times Co.,134.07%,FCX,Freeport-McMoRan Inc.,-18.36%,APC,Anadarko Petroleum Corp,nan%,KG,King Pharmaceuticals Inc.,59.89%,PCG,PG&E Corp.
326,73.78%,HES,Hess Corporation,52.13%,RIG,Transocean,14.79%,REGN,Regeneron,24.53%,JWN,Nordstrom,38.22%,MDT,Medtronic plc,49.13%,WHR,Whirlpool Corp.,60.15%,RRD,R.R. Donnelley,9.37%,AVY,Avery Dennison Corp,-84.49%,GNW,Genworth Financial,-49.07%,URI,"United Rentals, Inc.",-10.57%,AMAT,Applied Materials Inc,13.80%,VNO,Vornado Realty Trust,20.20%,MRK,Merck & Co.,-4.57%,GE,General Electric,133.59%,BRK.B,Berkshire Hathaway,-19.29%,NTAP,NetApp,447.69%,AOS,A.O. Smith,59.67%,ADM,Archer-Daniels-Midland Co
327,73.46%,HRL,Hormel Foods Corp.,51.49%,SHW,Sherwin-Williams,14.36%,NWL,Newell Brands,23.59%,LNC,Lincoln National,37.84%,VFC,V.F. Corp.,49.11%,AIV,Apartment Investment & Management,59.95%,NOV,National Oilwell Varco Inc.,8.79%,GE,General Electric,-84.84%,S,Sprint Nextel Corp.,-51.50%,MGM,MGM Resorts International,-10.57%,FL,Foot Locker Inc,13.73%,WLTW,Willis Towers Watson,20.20%,SNPS,Synopsys Inc.,-6.69%,AEE,Ameren Corp,133.51%,CL,Colgate-Palmolive,-20.13%,LUK,Leucadia National Corp.,nan%,BHF,Brighthouse Financial Inc,58.73%,ALTR,Altera Corp
328,72.97%,ANF,Abercrombie & Fitch,51.33%,URI,"United Rentals, Inc.",14.11%,DWDP,DowDuPont,23.32%,DWDP,DowDuPont,37.81%,TGNA,"Tegna, Inc.",45.85%,LNT,Alliant Energy Corp,59.90%,PKG,Packaging Corporation of America,8.66%,NI,NiSource Inc.,-85.71%,LVLT,Level 3 Communications,-51.64%,BAC,Bank of America Corp,-10.90%,AES,AES Corp,13.64%,SYY,Sysco Corp.,20.10%,EIX,Edison Int'l,-7.48%,NTRS,Northern Trust Corp.,133.18%,HRS,Harris Corporation,-22.81%,RDC,Rowan Companies Plc,583.73%,AVGO,Broadcom,58.44%,PX,Praxair Inc.
329,72.73%,LMT,Lockheed Martin Corp.,51.25%,PKG,Packaging Corporation of America,13.54%,SHW,Sherwin-Williams,23.31%,SUN,Sunoco Inc.,37.37%,RF,Regions Financial Corp.,45.34%,GHC,Graham Holdings,59.44%,MSFT,Microsoft Corp.,8.28%,HBAN,Huntington Bancshares,-90.48%,GGP,General Growth Properties Inc.,-52.69%,IPG,Interpublic Group,-12.06%,PFG,Principal Financial Group,13.05%,CI,CIGNA Corp.,19.14%,BXP,Boston Properties,-8.43%,PBI,Pitney Bowes Inc,132.23%,HAL,Halliburton Co.,-23.40%,AES,AES Corp,401.74%,DXC,DXC Technology,57.67%,KO,Coca-Cola Company
330,70.42%,VFC,V.F. Corp.,50.55%,HON,Honeywell Int'l Inc.,13.43%,DVA,DaVita,22.69%,EFX,Equifax Inc.,37.34%,JBL,Jabil Circuit,44.55%,MTD,Mettler Toledo,59.23%,CF,CF Industries Holdings Inc,8.21%,CBS,CBS Corp.,-92.99%,THC,Tenet Healthcare,-55.81%,PHM,Pulte Homes Inc.,-12.60%,JCP,J.C. Penney,12.94%,HAL,Halliburton Co.,19.00%,JWN,Nordstrom,-8.85%,ALLE,Allegion,131.51%,PLD,Prologis,-24.86%,EXC,Exelon Corp.,398.01%,EQIX,Equinix,54.21%,K,Kellogg Co.
331,69.44%,SEE,Sealed Air,50.09%,CNP,CenterPoint Energy,13.22%,SLB,Schlumberger Ltd.,22.65%,JPM,JPMorgan Chase & Co.,37.28%,LNC,Lincoln National,43.25%,DUK,Duke Energy,58.94%,RHI,Robert Half International,5.19%,UAL,United Continental Holdings,-94.20%,XL,XL Capital,-57.84%,TER,Teradyne,-13.02%,AVP,Avon Products,12.86%,VIAB,Viacom Inc.,18.93%,DGX,Quest Diagnostics,-9.18%,RDC,Rowan Companies Plc,130.75%,QCOM,QUALCOMM Inc.,-27.02%,WRK,WestRock Company,391.97%,ALGN,Align Technology,53.72%,XRX,Xerox Corp.
332,67.35%,AME,AMETEK Inc,49.83%,ANDV,Andeavor,12.51%,THC,Tenet Healthcare,22.59%,MAS,Masco Corp.,36.77%,DTE,DTE Energy,43.17%,C,Citigroup Inc.,58.41%,BA,Boeing Company,5.08%,RHI,Robert Half International,nan%,BHF,Brighthouse Financial Inc,-59.28%,UAL,United Continental Holdings,-13.38%,JBL,Jabil Circuit,12.60%,KORS,Michael Kors Holdings,18.88%,MHK,Mohawk Industries,-10.73%,FCX,Freeport-McMoRan Inc.,130.55%,BDX,Becton Dickinson,-27.88%,NAVI,Navient,374.37%,MA,Mastercard Inc.,53.58%,GRA,W.R. Grace
333,66.02%,MCO,Moody's Corp,49.60%,MU,Micron Technology,11.90%,KMB,Kimberly-Clark,22.57%,GPC,Genuine Parts,36.19%,ES,Eversource Energy,42.83%,ZION,Zions Bancorp,56.78%,FTR,Frontier Communications,3.29%,MAS,Masco Corp.,352.58%,ATI,Allegheny Technologies,-61.40%,ODP,Office Depot Inc.,-13.94%,CBS,CBS Corp.,11.90%,INTC,Intel Corp.,18.50%,LH,Laboratory Corp. of America Holding,-11.04%,COTY,"Coty, Inc",129.50%,BMS,Bemis Company,-34.25%,LIFE,Life Technologies,346.01%,CNC,Centene Corporation,53.36%,HPE,Hewlett Packard Enterprise
334,65.54%,DWDP,DowDuPont,49.18%,AEP,American Electric Power,11.18%,XEC,Cimarex Energy,22.34%,UNP,Union Pacific,35.73%,FHN,First Horizon,42.64%,WAT,Waters Corporation,56.37%,WFC,Wells Fargo,2.62%,VIAB,Viacom Inc.,342.04%,GME,GameStop,-66.42%,THC,Tenet Healthcare,-14.11%,CMA,Comerica Inc.,11.59%,NEM,Newmont Mining Corporation,17.27%,UPS,United Parcel Service,-11.56%,VLO,Valero Energy,128.70%,CLX,The Clorox Company,-40.69%,SVU,Supervalu Inc.,342.59%,ROST,Ross Stores,53.17%,UAA,Under Armour
335,63.43%,BSX,Boston Scientific,48.91%,ADS,Alliance Data Systems,10.96%,UNP,Union Pacific,21.25%,R,Ryder Systems Inc.,35.69%,EMR,Emerson Electric Company,42.12%,GS,Goldman Sachs Group,55.94%,LEG,Leggett & Platt,2.33%,MDT,Medtronic plc,322.70%,CMI,Cummins Inc.,-66.69%,CDNS,Cadence Design Systems,-14.71%,PFE,Pfizer Inc.,11.35%,EIX,Edison Int'l,16.98%,BMS,Bemis Company,-12.01%,CSCO,Cisco Systems,128.45%,IRM,Iron Mountain Incorporated,-40.89%,KMI,Kinder Morgan,338.54%,FBHS,Fortune Brands Home & Security,51.86%,BXP,Boston Properties
336,62.96%,DNR,Denbury Resources,48.86%,BHGE,"Baker Hughes, a GE Company",9.81%,PRU,Prudential Financial,19.79%,HP,Helmerich & Payne,35.67%,PG,Procter & Gamble,42.12%,JNJ,Johnson & Johnson,55.40%,FL,Foot Locker Inc,0.81%,UNM,Unum Group,278.88%,JBHT,J. B. Hunt Transport Services,-68.24%,SLM,SLM Corporation,-14.81%,AVY,Avery Dennison Corp,11.28%,ENDP,Endo International plc,16.48%,PEG,Public Serv. Enterprise Inc.,-13.51%,BBY,Best Buy Co. Inc.,127.05%,HAS,Hasbro Inc.,-46.39%,NRG,NRG Energy,337.14%,AET,Aetna Inc,51.24%,ETR,Entergy Corp.
337,62.31%,MYL,Mylan N.V.,47.93%,LNT,Alliant Energy Corp,7.89%,AET,Aetna Inc,19.49%,MRO,Marathon Oil Corp.,35.29%,M,Macy's Inc.,41.19%,ITW,Illinois Tool Works,55.20%,HIG,Hartford Financial Svc.Gp.,0.04%,ZION,Zions Bancorp,259.03%,CNX,Consol Energy,-69.78%,NYT,The New York Times Co.,-16.21%,KIM,Kimco Realty,10.66%,A,Agilent Technologies Inc,16.32%,SIG,Signet Jewelers,-15.28%,GT,Goodyear Tire & Rubber,126.78%,S,Sprint Nextel Corp.,-47.00%,OI,Owens-Illinois,323.78%,UAA,Under Armour,49.92%,WMB,Williams Cos.
338,62.01%,OXY,Occidental Petroleum,47.91%,FOX,Twenty-First Century Fox Class B,7.67%,EL,Estee Lauder Cos.,19.43%,RL,Polo Ralph Lauren Corp.,35.10%,MYL,Mylan N.V.,41.00%,PH,Parker-Hannifin,55.09%,AVP,Avon Products,-0.04%,KLAC,KLA-Tencor Corp.,255.22%,FLS,Flowserve Corporation,-70.50%,LEN,Lennar Corp.,-17.54%,FOXA,Twenty-First Century Fox Class A,10.59%,BEN,Franklin Resources,15.83%,M,Macy's Inc.,-15.85%,PEG,Public Serv. Enterprise Inc.,126.62%,LLY,Lilly (Eli) & Co.,-49.76%,RRC,Range Resources Corp.,314.46%,AYI,Acuity Brands Inc,49.41%,BIG,Big Lots Inc.
339,61.08%,HCP,HCP Inc.,46.70%,SBAC,SBA Communications,7.39%,FLR,Fluor Corp.,19.37%,LVLT,Level 3 Communications,35.09%,COST,Costco Wholesale Corp.,40.10%,EMN,Eastman Chemical,53.58%,ZION,Zions Bancorp,-0.14%,LOW,Lowe's Cos.,244.61%,MLM,Martin Marietta Materials,-70.73%,XL,XL Capital,-17.75%,TER,Teradyne,10.42%,URBN,Urban Outfitters,15.69%,HES,Hess Corporation,-16.60%,APA,Apache Corporation,125.25%,JPM,JPMorgan Chase & Co.,-51.26%,FSLR,First Solar,310.73%,FL,Foot Locker Inc,49.29%,JBL,Jabil Circuit
340,59.44%,BMS,Bemis Company,46.46%,PLD,Prologis,7.30%,MRO,Marathon Oil Corp.,19.33%,PNW,Pinnacle West Capital,34.68%,WBA,Walgreens Boots Alliance,39.39%,TAP,Molson Coors Brewing Company,52.39%,GIS,General Mills,-3.00%,PHM,Pulte Homes Inc.,242.79%,FLR,Fluor Corp.,-73.16%,LVLT,Level 3 Communications,-18.02%,CA,"CA, Inc.",10.21%,PNR,Pentair Ltd.,15.37%,CINF,Cincinnati Financial,-17.33%,PFG,Principal Financial Group,124.88%,ED,Consolidated Edison,-52.16%,ESV,Ensco plc,310.26%,AGN,"Allergan, Inc",47.94%,FTV,Fortive Corp
341,59.30%,BLL,Ball Corp,45.53%,JBHT,J. B. Hunt Transport Services,7.04%,ADSK,Autodesk Inc,19.31%,DOV,Dover Corp.,34.65%,ANF,Abercrombie & Fitch,38.26%,BIIB,Biogen Inc.,52.05%,BRK.B,Berkshire Hathaway,-3.33%,CMA,Comerica Inc.,227.40%,MOS,The Mosaic Company,-74.22%,S,Sprint Nextel Corp.,-18.87%,MDT,Medtronic plc,9.48%,MUR,Murphy Oil,14.29%,TGT,Target Corp.,-17.40%,NDAQ,"Nasdaq, Inc.",124.35%,CTL,CenturyLink Inc,-52.74%,DVN,Devon Energy,306.07%,DAL,Delta Air Lines,46.83%,AN,AutoNation Inc
342,58.52%,STZ,Constellation Brands,45.52%,HRS,Harris Corporation,6.75%,TER,Teradyne,18.56%,NI,NiSource Inc.,34.60%,PNW,Pinnacle West Capital,38.08%,BAX,Baxter International Inc.,51.63%,MTD,Mettler Toledo,-4.05%,TEL,TE Connectivity Ltd.,221.62%,PCG,PG&E Corp.,-74.92%,AAL,American Airlines Group,-19.17%,GT,Goodyear Tire & Rubber,9.19%,MYL,Mylan N.V.,14.04%,XYL,Xylem Inc.,-17.58%,CDNS,Cadence Design Systems,124.02%,AON,Aon plc,-54.34%,APA,Apache Corporation,298.77%,LUV,Southwest Airlines,46.82%,ESRX,Express Scripts
343,58.44%,WY,Weyerhaeuser Corp.,45.14%,SEE,Sealed Air,5.80%,DUK,Duke Energy,18.47%,PRGO,Perrigo,34.54%,UPS,United Parcel Service,37.87%,CVS,CVS Health,50.72%,NWL,Newell Brands,-5.17%,IBM,International Business Machines,219.74%,DO,Diamond Offshore Drilling,-76.19%,KEY,KeyCorp,-19.48%,LUV,Southwest Airlines,8.79%,NVDA,Nvidia Corporation,13.89%,NEM,Newmont Mining Corporation,-17.60%,GLW,Corning Inc.,123.68%,PAYX,Paychex Inc.,-59.48%,NBR,Nabors Industries,297.88%,NI,NiSource Inc.,46.81%,AAP,Advance Auto Parts
344,57.52%,UNM,Unum Group,44.81%,FFIV,F5 Networks,5.68%,PPG,PPG Industries,18.47%,PNC,PNC Financial Services,34.45%,WMT,Wal-Mart Stores,37.30%,MAS,Masco Corp.,50.24%,MCK,McKesson Corp.,-5.62%,AGN,"Allergan, Inc",217.03%,ALGN,Align Technology,-76.22%,ZION,Zions Bancorp,-20.75%,IPG,Interpublic Group,8.63%,MSFT,Microsoft Corp.,13.69%,THC,Tenet Healthcare,-18.13%,S,Sprint Nextel Corp.,123.66%,PFE,Pfizer Inc.,-62.80%,NE,Noble Corp,291.44%,CELG,Celgene Corp.,45.30%,BEN,Franklin Resources
345,53.35%,GS,Goldman Sachs Group,44.55%,HBAN,Huntington Bancshares,5.30%,TXT,Textron Inc.,17.16%,CVS,CVS Health,33.15%,RHI,Robert Half International,36.95%,HBAN,Huntington Bancshares,50.04%,FOXA,Twenty-First Century Fox Class A,-6.03%,FL,Foot Locker Inc,214.23%,HES,Hess Corporation,-76.77%,RF,Regions Financial Corp.,-21.42%,LLY,Lilly (Eli) & Co.,8.00%,AIV,Apartment Investment & Management,13.55%,VRTX,Vertex Pharmaceuticals Inc,-18.95%,BK,The Bank of New York Mellon Corp.,123.16%,KO,Coca-Cola Company,-67.14%,GNW,Genworth Financial,287.88%,MCO,Moody's Corp,45.06%,TGT,Target Corp.
346,52.20%,HSIC,Henry Schein,43.92%,WY,Weyerhaeuser Corp.,5.20%,SRE,Sempra Energy,16.83%,NE,Noble Corp,31.98%,PNC,PNC Financial Services,36.58%,URI,"United Rentals, Inc.",49.38%,TSN,Tyson Foods,-6.10%,HRB,Block H&R,213.32%,MA,Mastercard Inc.,-79.09%,HBAN,Huntington Bancshares,-21.70%,AEE,Ameren Corp,7.59%,USB,U.S. Bancorp,13.50%,CTAS,Cintas Corporation,-19.17%,PLD,Prologis,123.06%,PSX,Phillips 66,-67.36%,SHLD,Sears Holding Corporation,280.46%,TSN,Tyson Foods,44.76%,COG,Cabot Oil & Gas
347,51.70%,SPG,Simon Property Group Inc,43.89%,ALB,Albemarle Corp,3.44%,HES,Hess Corporation,16.70%,RHI,Robert Half International,30.88%,LNT,Alliant Energy Corp,35.31%,M,Macy's Inc.,49.20%,BBT,BB&T Corporation,-8.41%,ADP,Automatic Data Processing,207.47%,HRS,Harris Corporation,-79.74%,FITB,Fifth Third Bancorp,-23.33%,TSS,Total System Services,7.48%,AKS,AK Steel Holding Corp.,13.49%,WM,Waste Management Inc.,-23.11%,XL,XL Capital,122.95%,COP,ConocoPhillips,-70.35%,AMD,Advanced Micro Devices,266.93%,PCLN,Priceline.com Inc,44.51%,JNPR,Juniper Networks
348,50.87%,TMO,Thermo Fisher Scientific,43.18%,FIS,Fidelity National Information Services,3.10%,ALK,Alaska Air Group Inc,16.57%,LEG,Leggett & Platt,30.78%,USB,U.S. Bancorp,34.65%,KSS,Kohl's,49.12%,AMP,Ameriprise Financial,-8.64%,HOG,Harley-Davidson,207.04%,CF,CF Industries Holdings Inc,-91.55%,C,Citigroup Inc.,-24.86%,UAL,United Continental Holdings,7.39%,DO,Diamond Offshore Drilling,13.14%,OI,Owens-Illinois,-23.14%,HBAN,Huntington Bancshares,122.84%,APC,Anadarko Petroleum Corp,-73.26%,JCP,J.C. Penney,265.18%,CI,CIGNA Corp.,44.07%,HOG,Harley-Davidson
349,50.36%,PNR,Pentair Ltd.,43.01%,DWDP,DowDuPont,2.89%,FTR,Frontier Communications,16.18%,FL,Foot Locker Inc,30.72%,CCL,Carnival Corp.,34.48%,MAT,Mattel Inc.,48.59%,HPQ,HP Inc.,-8.80%,CAH,Cardinal Health,206.61%,GOOG,Alphabet Inc Class C,nan%,BHF,Brighthouse Financial Inc,-25.47%,SHLD,Sears Holding Corporation,7.24%,PBCT,People's United Financial,13.14%,CNX,Consol Energy,-23.42%,PPL,PPL Corp.,121.36%,SLB,Schlumberger Ltd.,-80.07%,CHK,Chesapeake Energy,263.46%,CMCSA,Comcast Corp.,42.06%,F,Ford Motor
350,48.55%,HCN,Welltower Inc.,42.26%,M,Macy's Inc.,2.72%,FIS,Fidelity National Information Services,15.71%,STI,SunTrust Banks,30.71%,EIX,Edison Int'l,34.36%,EXR,Extra Space Storage,48.43%,KLAC,KLA-Tencor Corp.,-8.96%,AMAT,Applied Materials Inc,201.01%,SBR,Sabre Holdings,274.47%,WDC,Western Digital,-26.35%,ALL,Allstate Corp,7.16%,IP,International Paper,13.13%,TER,Teradyne,-24.79%,DF,Dean Foods,120.21%,HCP,HCP Inc.,-84.54%,AVP,Avon Products,262.98%,FISV,Fiserv Inc,41.57%,HAL,Halliburton Co.
351,47.61%,FE,FirstEnergy Corp,42.21%,UNP,Union Pacific,2.62%,LVLT,Level 3 Communications,15.68%,IP,International Paper,30.26%,NSC,Norfolk Southern Corp.,31.86%,ABT,Abbott Laboratories,48.00%,MMM,3M Company,-11.06%,LEN,Lennar Corp.,195.38%,LKQ,LKQ Corporation,266.39%,ATI,Allegheny Technologies,-27.79%,DISH,Dish Network,7.13%,MAC,Macerich,11.91%,KLAC,KLA-Tencor Corp.,-25.10%,CHK,Chesapeake Energy,120.07%,MNK,Mallinckrodt,-84.86%,X,United States Steel Corporation,257.99%,CBS,CBS Corp.,40.80%,CHRW,C. H. Robinson Worldwide
